Average_Cost_for_two,Table_booking,Online_delivery,delivering_now,Price_range,Aggregate_rating,Rating_color,Rating_text,Votes
200,No,Yes,No,1,2.9,Orange,Average,9
450,No,Yes,No,1,2.7,Orange,Average,5
800,No,No,No,2,3.1,Orange,Average,5
550,No,Yes,No,2,3.2,Orange,Average,6
400,No,Yes,No,1,2.8,Orange,Average,19
400,No,Yes,No,1,3.5,Yellow,Good,83
100,No,No,No,1,0,White,Not rated,2
2000,Yes,No,No,4,0,White,Not rated,0
500,No,No,No,2,3.4,Orange,Average,25
2000,Yes,No,No,4,3.2,Orange,Average,32
2800,Yes,No,No,4,4.1,Green,Very Good,228
3200,Yes,No,No,4,3.5,Yellow,Good,218
300,No,No,No,1,0,White,Not rated,0
400,No,No,No,1,0,White,Not rated,2
200,No,No,No,1,2.9,Orange,Average,12
100,No,No,No,1,2.9,Orange,Average,6
500,No,No,No,2,0,White,Not rated,2
200,No,No,No,1,0,White,Not rated,0
200,No,No,No,1,0,White,Not rated,0
350,No,No,No,1,0,White,Not rated,1
500,No,Yes,No,2,4,Green,Very Good,76
600,No,Yes,No,2,2.7,Orange,Average,90
800,Yes,Yes,No,2,3.3,Orange,Average,34
300,No,Yes,No,1,2.6,Orange,Average,70
600,No,Yes,No,2,3.4,Orange,Average,190
900,No,Yes,No,2,3.7,Yellow,Good,38
400,No,No,No,1,0,White,Not rated,0
550,No,Yes,No,2,0,White,Not rated,0
400,No,Yes,No,1,0,White,Not rated,2
400,No,No,No,1,3.2,Orange,Average,33
500,No,Yes,No,2,3.4,Orange,Average,33
1100,Yes,No,No,3,3.1,Orange,Average,9
400,No,Yes,No,1,2.6,Orange,Average,11
1400,No,Yes,No,3,2.5,Orange,Average,12
400,No,No,No,1,2.9,Orange,Average,4
400,No,No,No,1,2.9,Orange,Average,19
300,No,No,No,1,2.8,Orange,Average,10
200,No,No,No,1,2.6,Orange,Average,16
350,No,No,No,1,2.9,Orange,Average,7
400,No,No,No,1,3.3,Orange,Average,13
600,No,Yes,No,2,2.5,Orange,Average,36
150,No,No,No,1,2.6,Orange,Average,26
500,No,No,No,2,2.7,Orange,Average,18
1000,No,Yes,No,3,2.6,Orange,Average,26
500,No,Yes,No,2,2.6,Orange,Average,25
700,No,Yes,No,2,3.2,Orange,Average,7
500,No,No,No,2,3.3,Orange,Average,13
600,No,Yes,No,2,2.7,Orange,Average,36
800,No,Yes,No,2,3.4,Orange,Average,13
800,Yes,No,No,2,3.1,Orange,Average,8
550,No,Yes,No,2,3.2,Orange,Average,27
1000,Yes,Yes,No,3,3.5,Yellow,Good,367
550,No,Yes,No,2,3.8,Yellow,Good,99
650,No,Yes,No,2,3.7,Yellow,Good,115
400,No,Yes,No,1,3.6,Yellow,Good,18
900,No,Yes,No,2,3.6,Yellow,Good,72
850,No,Yes,No,2,3.6,Yellow,Good,56
750,No,Yes,No,2,3.6,Yellow,Good,108
400,No,Yes,No,1,3.5,Yellow,Good,21
400,No,No,No,1,0,White,Not rated,0
200,No,No,No,1,0,White,Not rated,0
600,No,No,No,2,0,White,Not rated,0
400,No,No,No,1,0,White,Not rated,1
700,No,No,No,2,0,White,Not rated,1
700,No,No,No,2,0,White,Not rated,3
500,No,No,No,2,0,White,Not rated,0
600,No,No,No,2,0,White,Not rated,1
200,No,No,No,1,0,White,Not rated,0
100,No,No,No,1,0,White,Not rated,0
350,No,Yes,No,1,0,White,Not rated,0
500,No,No,No,2,0,White,Not rated,0
250,No,No,No,1,0,White,Not rated,2
300,No,No,No,1,0,White,Not rated,3
400,No,No,No,1,0,White,Not rated,1
400,No,No,No,1,0,White,Not rated,0
300,No,No,No,1,0,White,Not rated,0
700,No,No,No,2,2.1,Red,Poor,84
800,Yes,Yes,No,2,2.4,Red,Poor,76
800,No,Yes,No,2,2.3,Red,Poor,94
500,No,No,No,2,2.4,Red,Poor,51
250,No,Yes,No,1,2.4,Red,Poor,63
800,Yes,No,No,2,4,Green,Very Good,175
100,No,No,No,1,3,Orange,Average,9
250,No,Yes,No,1,3,Orange,Average,5
350,No,No,No,1,2.8,Orange,Average,31
400,No,No,No,1,3,Orange,Average,7
500,No,Yes,No,2,2.6,Orange,Average,34
300,No,No,No,1,3,Orange,Average,4
550,No,No,No,2,2.7,Orange,Average,26
350,No,Yes,No,1,3.1,Orange,Average,30
1100,No,Yes,No,3,3.7,Yellow,Good,1182
200,No,No,No,1,0,White,Not rated,2
500,No,No,No,2,0,White,Not rated,0
350,No,Yes,No,1,0,White,Not rated,0
500,No,No,No,2,0,White,Not rated,1
200,No,No,No,1,0,White,Not rated,1
150,No,No,No,1,0,White,Not rated,3
150,No,No,No,1,0,White,Not rated,1
200,No,No,No,1,0,White,Not rated,0
300,No,No,No,1,0,White,Not rated,0
600,No,No,No,2,0,White,Not rated,3
200,No,Yes,No,1,0,White,Not rated,1
200,No,No,No,1,0,White,Not rated,1
150,No,Yes,No,1,2.3,Red,Poor,15
450,No,Yes,No,1,2.6,Orange,Average,26
550,No,No,No,2,3.4,Orange,Average,55
200,No,No,No,1,3.9,Yellow,Good,64
550,No,Yes,No,2,3.9,Yellow,Good,132
400,No,Yes,No,1,3.6,Yellow,Good,20
200,No,No,No,1,0,White,Not rated,0
400,No,No,No,1,0,White,Not rated,0
400,No,No,No,1,0,White,Not rated,1
300,No,No,No,1,0,White,Not rated,1
300,No,No,No,1,3,Orange,Average,4
450,No,No,No,1,2.9,Orange,Average,5
400,No,Yes,No,1,3.1,Orange,Average,19
400,No,Yes,No,1,2.5,Orange,Average,6
600,No,No,No,2,2.9,Orange,Average,4
700,No,No,No,2,2.5,Orange,Average,27
400,No,No,No,1,3,Orange,Average,4
1400,No,No,No,3,2.8,Orange,Average,7
200,No,Yes,No,1,2.8,Orange,Average,9
400,No,No,No,1,3.2,Orange,Average,19
400,No,No,No,1,2.8,Orange,Average,8
500,No,Yes,No,2,2.6,Orange,Average,13
300,No,No,No,1,2.9,Orange,Average,6
300,No,No,No,1,0,White,Not rated,3
600,No,No,No,2,0,White,Not rated,2
500,No,No,No,2,0,White,Not rated,0
450,No,No,No,1,0,White,Not rated,3
450,No,No,No,1,0,White,Not rated,0
350,No,No,No,1,0,White,Not rated,0
450,No,No,No,1,0,White,Not rated,0
700,No,No,No,2,0,White,Not rated,2
300,No,No,No,1,0,White,Not rated,0
600,No,No,No,2,0,White,Not rated,0
200,No,No,No,1,0,White,Not rated,0
400,No,No,No,1,0,White,Not rated,2
500,No,No,No,2,0,White,Not rated,1
200,No,No,No,1,0,White,Not rated,1
250,No,No,No,1,0,White,Not rated,1
350,No,No,No,1,0,White,Not rated,1
100,No,No,No,1,0,White,Not rated,1
200,No,No,No,1,0,White,Not rated,0
200,No,No,No,1,0,White,Not rated,3
700,No,No,No,2,0,White,Not rated,3
500,No,No,No,2,0,White,Not rated,1
500,No,No,No,2,0,White,Not rated,0
400,No,No,No,1,0,White,Not rated,3
300,No,No,No,1,0,White,Not rated,0
200,No,No,No,1,0,White,Not rated,1
300,No,No,No,1,0,White,Not rated,0
400,No,No,No,1,0,White,Not rated,0
500,No,No,No,2,0,White,Not rated,1
500,No,Yes,No,2,0,White,Not rated,3
1300,Yes,No,No,3,4.2,Green,Very Good,108
150,No,No,No,1,2.9,Orange,Average,7
500,No,Yes,No,2,2.8,Orange,Average,84
400,No,No,No,1,2.8,Orange,Average,6
200,No,No,No,1,2.9,Orange,Average,4
350,No,No,No,1,3.1,Orange,Average,27
150,No,No,No,1,2.9,Orange,Average,5
800,Yes,Yes,No,2,3.3,Orange,Average,57
250,No,No,No,1,3.4,Orange,Average,23
300,No,No,No,1,3,Orange,Average,10
250,No,Yes,No,1,3,Orange,Average,43
500,No,No,No,2,2.7,Orange,Average,8
400,No,No,No,1,3.2,Orange,Average,12
200,No,No,No,1,3.2,Orange,Average,48
700,No,Yes,No,2,3.5,Yellow,Good,14
1500,Yes,Yes,No,3,3.6,Yellow,Good,328
300,No,No,No,1,0,White,Not rated,0
250,No,No,No,1,0,White,Not rated,0
150,No,No,No,1,0,White,Not rated,2
200,No,No,No,1,0,White,Not rated,0
300,No,No,No,1,0,White,Not rated,2
400,No,No,No,1,0,White,Not rated,1
450,No,No,No,1,0,White,Not rated,1
350,No,No,No,1,0,White,Not rated,1
250,No,No,No,1,0,White,Not rated,1
300,No,No,No,1,0,White,Not rated,1
350,No,No,No,1,0,White,Not rated,2
200,No,No,No,1,0,White,Not rated,1
300,No,No,No,1,0,White,Not rated,2
450,No,No,No,1,0,White,Not rated,1
650,No,No,No,2,2.9,Orange,Average,22
700,No,Yes,No,2,3,Orange,Average,31
300,No,Yes,No,1,3.3,Orange,Average,13
500,No,No,No,2,3.4,Orange,Average,55
200,No,Yes,No,1,3.5,Yellow,Good,45
500,No,Yes,No,2,3.7,Yellow,Good,135
450,No,No,No,1,0,White,Not rated,2
600,No,No,No,2,0,White,Not rated,2
300,No,No,No,1,0,White,Not rated,0
250,No,No,No,1,0,White,Not rated,0
1600,No,No,No,3,4.3,Green,Very Good,1670
400,No,Yes,No,1,3.3,Orange,Average,61
1300,Yes,No,No,3,2.5,Orange,Average,106
1200,Yes,Yes,No,3,3.4,Orange,Average,431
150,No,No,No,1,3.1,Orange,Average,213
700,No,Yes,No,2,2.5,Orange,Average,357
250,No,No,No,1,2.5,Orange,Average,103
100,No,No,No,1,2.8,Orange,Average,30
1500,Yes,No,No,3,2.6,Orange,Average,521
1600,Yes,No,No,3,3.3,Orange,Average,198
600,No,No,No,2,3.3,Orange,Average,36
1200,Yes,No,No,3,3.3,Orange,Average,446
500,No,Yes,No,2,2.7,Orange,Average,608
400,No,No,No,1,3.2,Orange,Average,76
600,No,Yes,No,2,2.5,Orange,Average,211
600,No,Yes,No,2,3.3,Orange,Average,19
650,No,Yes,No,2,3.4,Orange,Average,68
900,No,Yes,No,2,3,Orange,Average,139
1000,Yes,No,No,3,2.6,Orange,Average,19
700,No,Yes,No,2,2.6,Orange,Average,89
600,No,Yes,No,2,3.2,Orange,Average,277
600,No,Yes,No,2,3.3,Orange,Average,97
600,No,Yes,No,2,3.4,Orange,Average,19
1400,Yes,Yes,No,3,3.2,Orange,Average,80
350,No,Yes,No,1,3.2,Orange,Average,47
300,No,No,No,1,3.4,Orange,Average,45
1300,Yes,No,No,3,3.2,Orange,Average,37
1400,Yes,Yes,No,3,3,Orange,Average,203
1400,Yes,Yes,No,3,3.4,Orange,Average,286
1000,Yes,No,No,3,3.4,Orange,Average,223
350,No,Yes,No,1,3.9,Yellow,Good,205
1350,Yes,Yes,No,3,3.5,Yellow,Good,326
300,No,Yes,No,1,3.6,Yellow,Good,40
1600,Yes,Yes,No,3,3.9,Yellow,Good,515
1200,No,No,No,3,3.6,Yellow,Good,235
550,No,Yes,No,2,3.7,Yellow,Good,331
800,Yes,Yes,No,2,3.8,Yellow,Good,612
900,Yes,Yes,No,2,3.7,Yellow,Good,833
450,No,Yes,No,1,3.6,Yellow,Good,125
650,No,Yes,No,2,3.5,Yellow,Good,430
1400,No,Yes,No,3,3.8,Yellow,Good,2019
1000,No,Yes,No,3,3.8,Yellow,Good,477
350,No,Yes,No,1,3.5,Yellow,Good,196
700,No,No,No,2,3.6,Yellow,Good,547
300,No,Yes,No,1,3.8,Yellow,Good,402
950,Yes,Yes,No,2,3.8,Yellow,Good,285
800,No,Yes,No,2,3.8,Yellow,Good,154
400,No,Yes,Yes,1,3.5,Yellow,Good,147
200,No,Yes,No,1,3.5,Yellow,Good,47
600,No,No,No,2,3.9,Yellow,Good,204
500,No,Yes,No,2,3.6,Yellow,Good,30
1550,Yes,No,No,3,3.6,Yellow,Good,425
1800,Yes,Yes,No,3,3.7,Yellow,Good,743
500,No,Yes,No,2,3.9,Yellow,Good,403
500,No,Yes,No,2,3.8,Yellow,Good,418
600,No,Yes,No,2,3.6,Yellow,Good,703
1000,Yes,No,No,3,3.9,Yellow,Good,320
800,Yes,Yes,No,2,3.7,Yellow,Good,302
500,No,Yes,No,2,3.9,Yellow,Good,250
2000,Yes,Yes,No,4,3.7,Yellow,Good,770
300,No,No,No,1,3.5,Yellow,Good,22
500,No,Yes,No,2,3.8,Yellow,Good,268
1500,Yes,No,No,3,3.6,Yellow,Good,415
2350,Yes,Yes,No,4,3.5,Yellow,Good,214
2200,Yes,No,No,4,3.5,Yellow,Good,540
1600,Yes,Yes,No,3,3.6,Yellow,Good,332
1500,Yes,No,No,3,3.5,Yellow,Good,247
1600,Yes,Yes,No,3,3.7,Yellow,Good,222
200,No,Yes,No,1,3.5,Yellow,Good,420
350,No,Yes,No,1,3.6,Yellow,Good,324
700,No,Yes,No,2,2.2,Red,Poor,81
450,No,Yes,No,1,2.3,Red,Poor,31
450,No,Yes,No,1,2.1,Red,Poor,74
2000,Yes,No,No,4,2.4,Red,Poor,103
450,No,Yes,No,1,4.2,Green,Very Good,235
300,No,No,No,1,4,Green,Very Good,1055
350,No,No,No,1,2.8,Orange,Average,18
400,No,Yes,No,1,3.6,Yellow,Good,165
500,No,No,No,2,0,White,Not rated,1
500,No,No,No,2,0,White,Not rated,0
300,No,No,No,1,2.9,Orange,Average,4
1100,Yes,Yes,No,3,2.5,Orange,Average,221
500,No,Yes,No,2,3.6,Yellow,Good,103
400,No,No,No,1,0,White,Not rated,0
500,No,No,No,2,0,White,Not rated,3
1100,No,Yes,No,3,0,White,Not rated,2
300,No,No,No,1,0,White,Not rated,0
200,No,No,No,1,0,White,Not rated,2
200,No,No,No,1,0,White,Not rated,0
500,No,Yes,No,2,2.6,Orange,Average,17
400,No,No,No,1,3,Orange,Average,5
300,No,No,No,1,0,White,Not rated,3
300,No,No,No,1,3.3,Orange,Average,27
600,No,Yes,No,2,3,Orange,Average,26
250,No,No,No,1,0,White,Not rated,1
250,No,No,No,1,3,Orange,Average,10
500,No,Yes,No,2,3,Orange,Average,7
450,No,Yes,No,1,2.5,Orange,Average,17
500,No,No,No,2,0,White,Not rated,0
200,No,No,No,1,0,White,Not rated,0
200,No,No,No,1,0,White,Not rated,0
450,No,No,No,1,0,White,Not rated,0
500,No,No,No,2,0,White,Not rated,0
150,No,No,No,1,0,White,Not rated,1
350,No,Yes,No,1,3.4,Orange,Average,102
550,No,Yes,No,2,3.1,Orange,Average,16
500,No,No,No,2,2.6,Orange,Average,59
400,No,No,No,1,3,Orange,Average,37
500,No,No,No,2,0,White,Not rated,2
350,No,No,No,1,0,White,Not rated,0
300,No,Yes,No,1,2.5,Orange,Average,4
300,No,No,No,1,0,White,Not rated,0
500,No,Yes,No,2,4.1,Green,Very Good,112
600,No,Yes,No,2,3.3,Orange,Average,159
400,No,No,No,1,3,Orange,Average,6
200,No,No,No,1,2.7,Orange,Average,15
600,No,Yes,No,2,3.4,Orange,Average,79
450,No,No,No,1,2.9,Orange,Average,5
150,No,No,No,1,3,Orange,Average,10
250,No,No,No,1,3.1,Orange,Average,8
400,No,No,No,1,3,Orange,Average,5
450,No,Yes,No,1,2.6,Orange,Average,13
450,No,No,No,1,3.1,Orange,Average,12
200,No,No,No,1,3.2,Orange,Average,12
300,No,Yes,No,1,2.8,Orange,Average,8
400,No,No,No,1,2.9,Orange,Average,7
350,No,No,No,1,2.9,Orange,Average,4
400,No,Yes,No,1,3.6,Yellow,Good,19
200,No,No,No,1,3.5,Yellow,Good,23
400,No,No,No,1,3.5,Yellow,Good,57
300,No,No,No,1,0,White,Not rated,2
150,No,No,No,1,0,White,Not rated,1
100,No,No,No,1,0,White,Not rated,1
150,No,No,No,1,0,White,Not rated,1
150,No,Yes,No,1,0,White,Not rated,1
300,No,No,No,1,0,White,Not rated,0
250,No,No,No,1,0,White,Not rated,0
800,No,Yes,No,2,2.3,Red,Poor,62
500,No,Yes,No,2,2,Red,Poor,74
600,No,Yes,No,2,2.8,Orange,Average,58
200,No,No,No,1,3.2,Orange,Average,20
100,No,No,No,1,3.1,Orange,Average,14
500,No,Yes,No,2,2.9,Orange,Average,43
100,No,No,No,1,3.2,Orange,Average,15
400,No,No,No,1,3.5,Yellow,Good,85
300,No,No,No,1,3.2,Orange,Average,46
600,No,Yes,No,2,3,Orange,Average,12
300,No,No,No,1,3.4,Orange,Average,37
500,No,Yes,No,2,3.5,Yellow,Good,144
350,No,No,No,1,3.7,Yellow,Good,31
300,No,No,No,1,0,White,Not rated,0
200,No,No,No,1,0,White,Not rated,0
500,No,Yes,No,2,2.8,Orange,Average,8
200,No,No,No,1,3,Orange,Average,5
300,No,No,No,1,3.9,Yellow,Good,140
300,No,No,No,1,0,White,Not rated,3
300,No,No,No,1,0,White,Not rated,3
600,No,Yes,No,2,3.7,Yellow,Good,164
800,Yes,Yes,No,2,3.7,Yellow,Good,131
200,No,No,No,1,3,Orange,Average,4
600,No,No,No,2,2.7,Orange,Average,20
400,No,No,No,1,3.1,Orange,Average,5
350,No,No,No,1,2.6,Orange,Average,32
200,No,No,No,1,3.7,Yellow,Good,49
250,No,No,No,1,0,White,Not rated,0
500,No,No,No,2,0,White,Not rated,1
250,No,No,No,1,0,White,Not rated,0
300,No,No,No,1,3,Orange,Average,8
450,No,No,No,1,3.2,Orange,Average,15
400,No,No,No,1,3.4,Orange,Average,22
300,No,No,No,1,0,White,Not rated,1
300,No,No,No,1,0,White,Not rated,2
500,No,No,No,2,2.8,Orange,Average,28
300,No,No,No,1,3.1,Orange,Average,4
550,No,Yes,No,2,2.6,Orange,Average,37
550,No,No,No,2,2.5,Orange,Average,20
900,Yes,No,No,2,2.9,Orange,Average,7
300,No,No,No,1,3,Orange,Average,5
400,No,Yes,No,1,3.6,Yellow,Good,18
450,No,Yes,No,1,3.7,Yellow,Good,70
300,No,No,No,1,0,White,Not rated,0
500,No,No,No,2,0,White,Not rated,0
300,No,No,No,1,0,White,Not rated,0
200,No,No,No,1,0,White,Not rated,0
1250,No,No,No,3,0,White,Not rated,3
100,No,No,No,1,3,Orange,Average,6
800,Yes,Yes,No,2,2.8,Orange,Average,239
500,No,No,No,2,3.4,Orange,Average,15
500,No,Yes,No,2,2.9,Orange,Average,7
500,No,No,No,2,3.4,Orange,Average,23
400,No,No,No,1,2.9,Orange,Average,8
400,No,Yes,No,1,3.1,Orange,Average,6
450,No,Yes,No,1,3.7,Yellow,Good,72
700,No,Yes,No,2,3.8,Yellow,Good,113
450,No,Yes,No,1,3.6,Yellow,Good,111
350,No,Yes,No,1,3.7,Yellow,Good,68
800,Yes,Yes,No,2,3.7,Yellow,Good,26
400,No,No,No,1,3.5,Yellow,Good,27
400,No,Yes,No,1,3.6,Yellow,Good,47
400,No,Yes,No,1,3.7,Yellow,Good,92
350,No,Yes,No,1,3.8,Yellow,Good,34
400,No,Yes,No,1,3.7,Yellow,Good,80
250,No,No,No,1,3.9,Yellow,Good,66
500,No,No,No,2,0,White,Not rated,0
350,No,No,No,1,0,White,Not rated,2
400,No,No,No,1,0,White,Not rated,3
500,No,No,No,2,0,White,Not rated,0
400,No,No,No,1,4.3,Green,Very Good,1005
500,No,Yes,No,2,4.3,Green,Very Good,96
200,No,No,No,1,4.1,Green,Very Good,632
400,No,No,No,1,2.8,Orange,Average,63
650,No,No,No,2,3,Orange,Average,26
500,No,Yes,No,2,3.2,Orange,Average,13
400,No,No,No,1,3.1,Orange,Average,7
1300,Yes,No,No,3,3.7,Yellow,Good,53
500,No,No,No,2,3.5,Yellow,Good,53
300,No,Yes,No,1,0,White,Not rated,2
100,No,No,No,1,0,White,Not rated,1
250,No,No,No,1,0,White,Not rated,0
300,No,No,No,1,0,White,Not rated,0
300,No,No,No,1,0,White,Not rated,0
700,No,No,No,2,2.4,Red,Poor,70
500,No,Yes,No,2,4,Green,Very Good,183
650,No,Yes,No,2,3.4,Orange,Average,69
600,No,Yes,No,2,3,Orange,Average,7
400,No,No,No,1,3,Orange,Average,4
500,No,Yes,No,2,3.3,Orange,Average,10
150,No,No,No,1,0,White,Not rated,1
400,No,No,No,1,3.4,Orange,Average,24
250,No,No,No,1,0,White,Not rated,0
600,No,Yes,No,2,3.2,Orange,Average,364
300,No,Yes,No,1,3.3,Orange,Average,12
350,No,No,No,1,3.1,Orange,Average,16
300,No,Yes,No,1,3.1,Orange,Average,9
400,No,No,No,1,2.9,Orange,Average,22
700,No,No,No,2,2.5,Orange,Average,27
150,No,No,No,1,3.4,Orange,Average,117
500,No,Yes,No,2,3.2,Orange,Average,5
600,No,Yes,No,2,3.1,Orange,Average,10
350,No,No,No,1,2.7,Orange,Average,25
450,No,No,No,1,2.9,Orange,Average,56
300,No,No,No,1,3.2,Orange,Average,41
400,No,No,No,1,2.9,Orange,Average,4
400,No,No,No,1,3.3,Orange,Average,39
600,No,Yes,No,2,3.3,Orange,Average,15
550,No,Yes,No,2,3.2,Orange,Average,34
500,No,Yes,No,2,3.3,Orange,Average,26
600,No,Yes,No,2,3.4,Orange,Average,21
450,No,Yes,No,1,2.5,Orange,Average,13
1300,No,Yes,Yes,3,3,Orange,Average,6
350,No,No,No,1,3.4,Orange,Average,66
300,No,No,No,1,3,Orange,Average,6
300,No,Yes,No,1,2.8,Orange,Average,10
700,No,Yes,No,2,3.6,Yellow,Good,43
600,No,Yes,No,2,3.5,Yellow,Good,63
500,No,Yes,No,2,3.7,Yellow,Good,27
400,No,Yes,No,1,3.6,Yellow,Good,38
400,No,Yes,Yes,1,3.5,Yellow,Good,29
700,No,Yes,No,2,3.5,Yellow,Good,63
500,No,No,No,2,0,White,Not rated,1
500,No,No,No,2,0,White,Not rated,3
600,No,No,No,2,0,White,Not rated,1
200,No,Yes,No,1,0,White,Not rated,2
400,No,No,No,1,0,White,Not rated,0
400,No,No,No,1,0,White,Not rated,2
900,No,No,No,2,0,White,Not rated,0
350,No,No,No,1,0,White,Not rated,1
300,No,No,No,1,0,White,Not rated,0
600,No,No,No,2,0,White,Not rated,2
600,No,Yes,No,2,0,White,Not rated,3
800,No,No,No,2,0,White,Not rated,0
200,No,No,No,1,0,White,Not rated,0
700,No,No,No,2,2.4,Red,Poor,52
800,No,Yes,No,2,2.4,Red,Poor,5
500,No,Yes,No,2,4.1,Green,Very Good,43
200,No,Yes,No,1,2.7,Orange,Average,6
500,No,No,No,2,3,Orange,Average,4
500,No,No,No,2,2.9,Orange,Average,52
800,No,No,No,2,3.2,Orange,Average,11
600,No,Yes,No,2,3.1,Orange,Average,9
200,No,Yes,No,1,2.5,Orange,Average,19
600,No,Yes,No,2,3.4,Orange,Average,18
450,No,No,No,1,2.9,Orange,Average,15
200,No,No,No,1,3,Orange,Average,7
400,No,No,No,1,2.8,Orange,Average,8
550,No,Yes,No,2,3.7,Yellow,Good,431
600,No,Yes,No,2,3.7,Yellow,Good,47
650,No,Yes,No,2,3.8,Yellow,Good,40
500,No,Yes,No,2,0,White,Not rated,0
400,No,No,No,1,0,White,Not rated,3
500,No,No,No,2,0,White,Not rated,1
250,No,No,No,1,0,White,Not rated,0
500,No,No,No,2,0,White,Not rated,0
400,No,No,No,1,0,White,Not rated,0
400,No,No,No,1,0,White,Not rated,0
250,No,No,No,1,0,White,Not rated,0
700,Yes,No,No,2,0,White,Not rated,0
100,No,No,No,1,0,White,Not rated,1
650,No,Yes,No,2,3.3,Orange,Average,49
350,No,No,No,1,3.3,Orange,Average,11
550,No,Yes,No,2,3.1,Orange,Average,80
500,No,No,No,2,2.9,Orange,Average,4
200,No,No,No,1,0,White,Not rated,1
300,No,Yes,No,1,0,White,Not rated,2
300,No,No,No,1,0,White,Not rated,0
150,No,No,No,1,0,White,Not rated,0
450,No,No,No,1,0,White,Not rated,0
300,No,No,No,1,3,Orange,Average,9
650,No,No,No,2,3.4,Orange,Average,20
200,No,No,No,1,0,White,Not rated,0
500,No,No,No,2,0,White,Not rated,0
200,No,No,No,1,0,White,Not rated,3
150,No,No,No,1,0,White,Not rated,1
400,No,No,No,1,2.8,Orange,Average,5
550,No,No,No,2,2.9,Orange,Average,4
550,No,No,No,2,3,Orange,Average,27
700,No,No,No,2,3,Orange,Average,5
500,No,No,No,2,3.1,Orange,Average,7
250,No,Yes,No,1,3.4,Orange,Average,22
300,No,No,No,1,0,White,Not rated,1
200,No,No,No,1,0,White,Not rated,0
700,No,No,No,2,2.3,Red,Poor,38
450,No,Yes,No,1,2.4,Red,Poor,7
500,No,No,No,2,3,Orange,Average,11
400,No,Yes,No,1,3.2,Orange,Average,61
450,No,Yes,No,1,3.5,Yellow,Good,76
300,No,No,No,1,0,White,Not rated,0
250,No,No,No,1,3.8,Yellow,Good,89
300,No,Yes,No,1,3.5,Yellow,Good,87
100,No,No,No,1,0,White,Not rated,0
450,No,No,No,1,2.7,Orange,Average,42
450,No,No,No,1,3.4,Orange,Average,18
800,No,Yes,No,2,2.7,Orange,Average,340
400,No,No,No,1,3.1,Orange,Average,10
500,No,Yes,No,2,3.3,Orange,Average,141
750,No,Yes,No,2,3.4,Orange,Average,369
800,Yes,No,No,2,2.5,Orange,Average,206
400,No,No,No,1,2.7,Orange,Average,53
450,No,Yes,No,1,3.4,Orange,Average,51
300,No,No,No,1,3,Orange,Average,11
400,No,No,No,1,3.4,Orange,Average,29
500,No,Yes,No,2,2.8,Orange,Average,113
500,No,No,No,2,2.5,Orange,Average,165
550,No,Yes,Yes,2,3.2,Orange,Average,48
650,No,Yes,No,2,2.6,Orange,Average,147
1300,No,Yes,No,3,2.5,Orange,Average,252
250,No,No,No,1,3.6,Yellow,Good,69
700,No,Yes,No,2,3.5,Yellow,Good,203
300,No,No,No,1,0,White,Not rated,0
300,No,No,No,1,0,White,Not rated,0
600,No,No,No,2,0,White,Not rated,2
450,No,No,No,1,0,White,Not rated,0
400,No,No,No,1,0,White,Not rated,0
300,No,No,No,1,0,White,Not rated,0
800,Yes,Yes,No,2,2.3,Red,Poor,91
700,No,No,No,2,2.4,Red,Poor,161
600,No,Yes,No,2,2.3,Red,Poor,12
500,No,Yes,No,2,2.3,Red,Poor,115
800,No,Yes,No,2,2.3,Red,Poor,173
1300,Yes,Yes,No,3,2.4,Red,Poor,56
750,Yes,No,No,2,2.4,Red,Poor,137
800,No,Yes,No,2,2.4,Red,Poor,21
700,No,Yes,No,2,4.1,Green,Very Good,126
1300,Yes,Yes,No,3,4.3,Green,Very Good,150
500,No,No,No,2,4.1,Green,Very Good,516
650,No,No,No,2,2.7,Orange,Average,27
350,No,No,No,1,3,Orange,Average,5
150,No,No,No,1,2.8,Orange,Average,11
350,No,No,No,1,2.7,Orange,Average,9
650,No,Yes,No,2,3.1,Orange,Average,29
500,No,Yes,No,2,3.6,Yellow,Good,19
600,No,Yes,No,2,3.7,Yellow,Good,142
600,No,No,No,2,3.6,Yellow,Good,33
550,No,Yes,No,2,3.6,Yellow,Good,49
500,No,Yes,No,2,3.5,Yellow,Good,61
450,No,No,No,1,0,White,Not rated,0
500,No,No,No,2,0,White,Not rated,0
500,No,No,No,2,0,White,Not rated,0
500,No,No,No,2,0,White,Not rated,2
400,No,No,No,1,0,White,Not rated,0
500,No,No,No,2,0,White,Not rated,0
500,No,No,No,2,0,White,Not rated,0
150,No,No,No,1,0,White,Not rated,1
400,No,No,No,1,0,White,Not rated,2
300,No,No,No,1,0,White,Not rated,2
450,No,No,No,1,0,White,Not rated,1
400,No,No,No,1,0,White,Not rated,0
100,No,No,No,1,0,White,Not rated,1
500,No,No,No,2,0,White,Not rated,0
800,Yes,No,No,2,0,White,Not rated,3
550,No,Yes,No,2,0,White,Not rated,2
500,No,Yes,No,2,0,White,Not rated,0
700,No,Yes,No,2,2.3,Red,Poor,230
800,No,No,No,2,3.2,Orange,Average,65
150,No,No,No,1,2.9,Orange,Average,11
300,No,No,No,1,0,White,Not rated,2
300,No,No,No,1,0,White,Not rated,2
200,No,No,No,1,0,White,Not rated,0
800,No,Yes,No,2,2.9,Orange,Average,6
600,No,No,No,2,2.9,Orange,Average,25
